[10.196195965374937, -3.462121037451176, -0.05445791140440093]
[10.345967176302906, -3.4749369912917776, -0.06022145235399727]
[10.806322645554985, -3.514444314768543, -0.07836482267776519]
[11.611755780940284, -3.583963215312811, -0.1115913723298252]
[12.824455620463485, -3.6895167724424915, -0.1649131316608462]
[14.541791828631421, -3.840618253831619, -0.24648693989928194]
[16.907400099530157, -4.051455054949948, -0.3689196208759997]
[20.12562807904656, -4.342468352442977, -0.5511062066206175]
[24.47724830161994, -4.742145696578951, -0.8205071026928523]
[30.330423495623283, -5.288439036821582, -1.2153608325180674]
[38.13488202758193, -6.02856935918752, -1.7855911515981586]
[48.38203882518377, -7.015359016923974, -2.5903197270226244]
[61.5172398194195, -8.298462458061623, -3.689785535122387]
[77.81155547236673, -9.910975254412438, -5.1313762834763175]
[97.23610253087176, -11.855679022161528, -6.933590273484921]
[119.40410728182788, -14.097821193788324, -9.07536082325771]
[143.6227734000874, -16.56929304864675, -11.497080526305435]
[169.03595355914095, -19.182779106378444, -14.113337069814959]
[194.79055186051136, -21.84911763182788, -16.830968860932998]
[220.16201979365184, -24.490948674041864, -19.564754792447555]
[244.612783031594, -27.049551960587316, -22.246524898469282]
[267.7938521268894, -29.485652742154894, -24.82771602505627]
[289.51446116426933, -31.776669484030542, -27.277627537962466]
[309.70158341680826, -33.91269459469709, -29.579791534371864]
[328.3621419932938, -35.89260933193006, -31.728086763564512]
[345.55298778194583, -37.72092672964273, -33.723388076920635]
[361.35922007440894, -39.40546895342981, -35.57098682913741]
[375.87952609151057, -40.95576816443369, -37.27874023172566]
[389.2167739332854, -42.382020183958744, -38.85580828868857]
[401.4722773879148, -43.694431137892764, -40.31182615501285]
[412.74251356489833, -44.90283084625396, -41.65638310166237]
[423.11742425829334, -46.01646128826347, -42.89871010554687]
[432.6797094555631, -47.04387680461017, -44.047505776939644]
[441.5047222587638, -47.992913569028005, -45.11085193504647]
[449.6607127112709, -48.87070051533228, -46.09618588588648]
[457.2092603165406, -49.68369377601882, -47.01030748116953]
[464.2057954747065, -50.43772328177663, -47.85940655400968]
[470.7001491087748, -51.13804443205693, -48.649101400649656]
[476.73709470302583, -51.789390563136195, -49.38448235374185]
[482.35686275143985, -52.39602370580326, -50.07015672552076]
[487.595617463219, -52.96178226507615, -50.71029286482241]
[492.4858916175945, -53.490124964098044, -51.30866202630351]
[497.05697907706804, -53.984170831363016, -51.86867736534561]
[501.33528654598507, -54.446735271492756, -52.39342976295107]
[505.3446472715908, -54.88036240842257, -52.8857204278749]
[509.1065998958836, -55.28735396746275, -53.34809036932986]
[512.6406358135496, -55.669794995986365, -53.78284691656329]
[515.9644183244093, -56.02957672880082, -54.19208750392809]
[519.0939766831793, -56.36841689472318, -54.577720956619345]
[522.0438779043704, -56.687877742600634, -54.94148651284045]
[524.8273789123131, -56.989382042463845, -55.284970809218585]
[527.4565613578511, -57.27422729349021, -55.609623042078965]
[529.9424511664245, -57.54359834661862, -55.91676850036237]
[532.2951246438688, -57.79857862697484, -56.2076206482742]
[534.5238027493358, -58.04016012025467, -56.48329191826181]
[536.6369349496808, -58.26925226805202, -56.74480335819305]
[538.642273896352, -58.48668989991685, -56.99309326108563]
[540.5469420123775, -58.69324031455689, -57.229024891466565]
[542.3574909422246, -58.889609608996935, -57.45339340954951]
[544.079954699029, -59.076448342503916, -57.666932082830186]
[545.7198972402196, -59.25435661152465, -57.870317864348195]
[547.2824551122632, -59.42388860262955, -58.064176407685295]
[548.7723757263742, -59.5855566823335, -58.24908658061823]
[550.1940517583243, -59.73983507557101, -58.425584532159924]
[551.551552105523, -59.88716317838829, -58.59416736137514]
[552.8486497822141, -60.027948544976816, -58.755296430756474]
[554.0888470880981, -60.16256958443194, -58.909400362041254]
[555.2753983457771, -60.291377998450294, -59.05687774799761]
[556.411330467695, -60.4147009875476, -59.198099609905924]
[557.499461582752, -60.53284325018104, -59.33341162709138]
[558.542417926228, -60.646088796373164, -59.4631361619187]
[559.5426491732576, -60.75470259497322, -59.587574101042776]
[560.502442375677, -60.85893207154026, -59.707006531416695]
[561.4239346441134, -60.95900847193922, -59.82169626753313]
[562.3091247013425, -61.05514810506629, -59.93188924457485]
[563.15988341916, -61.147553476663965, -60.037815790587814]
[563.97796343865, -61.23641432487572, -60.13969178936959]
[564.7650079630375, -61.32190856705739, -60.237719744543675]
[565.5225588027342, -61.404203166346065, -60.33208975418652]
[566.2520637437633, -61.483454925592284, -60.422980404400086]
[566.9548833032952, -61.5598112154692, -60.51055958935963]
[567.6322969294391, -61.63341064287253, -60.5949852646048]
[568.2855086965026, -61.70438366509167, -60.67640613964353]
[568.9156525417909, -61.77285315468648, -60.75496231534598]
[569.5237970853486, -61.838934919505334, -60.83078587105436]
[570.1109500699197, -61.90273818184056, -60.90400140585248]
[570.6780624547232, -61.96436602032368, -60.974726538005115]
[571.2260321933675, -62.0239157778143, -61.04307236619276]
[571.7557077232792, -62.08147943822016, -61.109143895818036]
[572.2678911914223, -62.13714397490957, -61.17304043335587]
[572.7633414386906, -62.19099167311973, -61.23485595143108]
[573.2427767632889, -62.24310042854365, -61.29467942706543]
[573.7068774815255, -62.293544024076695, -61.352595155311526]
[574.1562883027127, -62.3423923865176, -61.40868304028359]
[574.5916205333668, -62.38971182485725, -61.46301886541437]
[575.0134541245327, -62.435565251643965, -61.51567454461145]
[575.422339574783, -62.48001238877476, -61.566718355823106]
[575.8187997003889, -62.52310995895107, -61.616215158409574]
[576.2033312830547, -62.56491186391717, -61.66422659557141]
[576.5764066048196, -62.605469350516366, -61.71081128300365]
[576.9384748787852, -62.64483116549739, -61.75602498482139]
[577.2899635836641, -62.683043699932576, -61.79992077772797]
[577.6312797094467, -62.720151124034516, -61.84254920431323]
[577.9628109208345, -62.75619551308765, -61.88395841628616]
[578.2849266445901, -62.79121696515831, -61.92419430839321]
[578.5979790863994, -62.82525371118638, -61.96330064370028]
[578.9023041824332, -62.85834221801866, -62.001319170873316]
[579.198222490274, -62.890517284886215, -62.03828973401964]
[579.4860400236648, -62.921812133808565, -62.07425037564259]
[579.7660490349851, -62.95225849434403, -62.10923743317581]
[580.0385287492163, -62.98188668309417, -62.14328562956395]
[580.3037460527592, -63.01072567832429, -62.17642815829643]
[580.5619561402534, -63.03880319004082, -62.208696763280344]
[580.8134031222961, -63.06614572583819, -62.24012181390716]
[581.0583205967025, -63.09277865280029, -62.270732375633976]
[581.2969321858129, -63.11872625572812, -62.300556276389045]
[581.529452042125, -63.14401179193907, -62.32962016907979]
[581.7560853243249, -63.16865754286197, -62.35794959045408]
[581.9770286457174, -63.192684862644285, -62.385569016564006]
[582.1924704968526, -63.216114223965974, -62.412501915051]
[582.4025916440099, -63.23896526123902, -62.43877079445444]
[582.6075655051238, -63.26125681136456, -62.46439725074076]
[582.8075585045852, -63.283006952202165, -62.489402011227014]
[583.0027304082453, -63.30423303889476, -62.513804976062055]
[583.1932346399117, -63.32495173818961, -62.53762525742569]
[583.3792185804506, -63.34517906087446, -62.56088121657995]
[583.5608238505961, -63.36493039244892, -62.58359049890912]
[583.7381865784762, -63.38422052214008, -62.60577006707324]
[583.9114376527841, -63.40306367036297, -62.62743623238817]
[584.0807029624563, -63.4214735147184, -62.64860468453871]
[584.2461036236866, -63.43946321461914, -62.66929051972658]
[584.4077561950334, -63.45704543462528, -62.68950826734746]
[584.565772881319, -63.474232366565296, -62.70927191528215]
[584.7202617269676, -63.49103575051158, -62.728594933880245]
[584.8713267994498, -63.507466894684654, -62.74749029872261]
[585.0190683633566, -63.52353669434093, -62.76597051222342]
[585.1635830456621, -63.539255649705275, -62.78404762414136]
[585.3049639926917, -63.55463388300461, -62.80173325106519]
[585.4433010192522, -63.569681154651384, -62.81903859492857]
[585.578680750376, -63.58440687862648, -62.83597446061095]
[585.7111867560869, -63.59882013710531, -62.852551272673686]
[585.8408996795829, -63.61292969436989, -62.86877909128121]
[585.9678973591996, -63.626744010046835, -62.88466762735186]
